Geneid	DA1	DA1c	DA2	DA2c	DA3	DA3c	DB1	DB1c	DB2	DB2c	DB3	DB3c	DD1	DD1c	DD2	DD2c	DD3	DD3c
HMGN2P17	0	0	6	1	2	0	3	6	1	5	3	2	4	0	5	3	0	0
ENSG00000232208	1	0	0	1	0	0	2	3	0	0	0	0	2	0	0	0	0	0
ENSG00000232663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA6	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL451P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
SLC2A7	3	2	4	0	1	3	3	12	1	12	4	10	0	0	5	3	11	1
SLC2A5	4	7	0	4	0	4	0	4	2	11	2	7	0	4	1	17	2	10
ENSG00000252404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR157	91	558	78	455	106	536	116	677	87	313	115	544	101	346	81	442	83	433
MIR34AHG	3	131	7	162	5	124	2	479	5	304	8	366	2	246	7	390	0	380
MIR34A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LNCTAM34A	28	10	21	4	10	9	22	54	26	28	3	29	18	9	12	8	5	11
H6PD	41	529	17	449	13	523	14	1426	24	879	14	1026	17	734	15	1076	12	939
SPSB1	253	75	217	72	207	71	154	184	170	111	176	77	175	74	122	132	158	116
ENSG00000284652	0	9	2	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0
LINC02606	48	19	34	23	22	20	33	78	17	39	26	32	13	37	26	35	32	50
RNA5SP40	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000235263	0	0	6	0	0	0	2	2	0	0	0	0	0	0	1	0	3	1
SLC25A33	451	91	355	61	290	85	315	244	274	148	255	55	301	74	229	83	504	49
ENSG00000231181	0	1	0	2	0	0	1	6	4	6	1	4	0	5	1	2	0	7
TMEM201	136	1171	81	726	129	721	93	1149	96	599	96	939	102	1030	104	1246	119	1144
PIK3CD	57	648	47	427	36	398	40	1204	44	635	31	1245	51	725	29	1046	77	1058
PIK3CD-AS1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	6
ENSG00000233268	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CD-AS2	2168	154	1472	135	1740	167	1525	545	1412	287	1458	124	1537	95	1226	110	1941	98
CLSTN1	242	1769	180	1434	150	1398	174	3129	140	1988	163	2154	178	2360	120	3495	196	3702
MZT1P1	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0
ENSG00000280113	0	1	0	1	0	4	4	5	0	4	2	4	2	0	0	3	0	0
CTNNBIP1	179	150	108	131	101	139	145	281	117	214	88	142	105	153	75	219	107	218
ENSG00000223989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285701	0	1	0	0	0	2	0	5	0	2	0	2	0	0	0	2	0	1
LZIC	1399	398	1021	420	927	416	969	2456	877	1633	872	944	917	818	638	1282	910	470
ENSG00000228150	28	3	24	6	27	4	26	33	29	22	26	6	39	10	23	10	33	4
NMNAT1	285	150	181	105	230	107	189	664	196	484	155	189	255	106	128	244	196	98
RN7SKP269	40	4	12	15	34	6	15	21	27	22	30	5	17	8	25	0	27	0
TMEM274P	0	0	0	0	0	2	0	1	0	3	0	4	0	0	0	0	0	0
MIR5697	0	0	0	5	0	2	1	1	0	0	0	0	0	1	0	0	0	0
ENSG00000241326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP7	62	0	51	1	28	2	31	11	68	9	58	2	36	1	19	0	55	1
UBE4B	142	1071	64	1030	109	1002	57	3151	49	2199	93	1837	76	1573	89	2381	98	1958
ENSG00000224340	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PGAM1P11	0	3	0	4	0	1	0	6	0	0	0	5	0	7	0	5	0	3
RNU6-828P	0	2	0	1	2	2	0	0	0	3	0	1	0	0	0	0	0	0
KIF1B	500	2890	561	2287	549	1729	555	4535	497	3596	452	2660	455	3377	347	4772	448	4238
ENSG00000264881	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RNU6-37P	28	1	21	2	22	1	11	2	10	0	10	2	15	0	20	0	21	2
RN7SL731P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284735	1	19	0	6	0	20	1	22	1	6	2	3	1	11	0	23	0	12
ENSG00000284642	1	28	1	20	0	27	0	28	0	23	0	11	0	13	0	25	3	30
PGD	1321	2709	1106	2097	983	2263	809	15043	704	8146	686	7174	957	5596	545	7891	943	5011
ENSG00000271989	42	8	33	6	39	2	35	11	30	7	23	9	33	8	21	0	23	4
CENPS-CORT	65	17	47	12	24	11	34	31	36	14	38	13	38	3	26	13	62	6
CENPS	1519	110	999	95	901	103	732	541	718	344	676	172	897	78	544	72	766	61
CORT	82	12	51	21	65	10	41	39	34	19	45	20	48	22	33	44	37	34
DFFA	1597	4149	1125	3364	992	3707	813	11699	863	8021	932	4207	1032	3371	653	4829	1040	3413
ENSG00000203469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX14	231	562	105	368	158	432	143	747	122	387	133	450	110	566	100	951	146	1009
ENSG00000287727	0	8	0	16	0	2	1	31	0	19	1	21	0	25	0	57	0	18
RN7SL614P	0	1	0	7	0	3	0	7	0	5	0	3	0	4	0	3	0	2
CASZ1	85	581	75	456	55	468	48	769	76	347	59	721	77	498	73	739	72	818
ENSG00000272078	16	20	7	26	20	7	9	37	22	18	17	19	21	14	4	32	15	23
HSPE1P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf127	2	21	10	28	0	26	0	46	1	24	2	40	2	39	2	42	7	66
CFL1P6	0	0	0	1	0	1	0	1	0	1	0	0	0	1	2	3	0	0
TARDBP	450	2950	362	2683	325	2733	290	18144	253	13437	247	6488	281	6424	197	10904	353	4711
MASP2	5	44	6	54	13	59	2	145	0	116	1	74	6	84	7	93	0	52
SRM	1720	2173	1188	1311	1455	1393	1578	2418	1335	1448	1374	1289	1375	1360	965	1657	1621	1428
EXOSC10	485	3012	438	2494	379	2338	361	12477	245	6695	288	6188	329	3716	261	5620	366	4916
ENSG00000226849	0	7	0	7	0	11	0	29	0	12	0	13	0	8	0	15	0	13
EXOSC10-AS1	135	40	131	17	117	22	81	80	81	44	82	49	114	11	89	33	139	23
MTOR	202	5734	195	5011	221	4401	158	10153	125	6776	181	8402	171	7312	127	10013	222	10301
MTOR-AS1	6	3	0	0	0	1	0	8	0	7	1	12	0	7	0	7	0	3
RNU6-537P	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	4	0	3
ANGPTL7	3	4	0	5	0	0	0	14	0	7	0	15	0	13	0	17	0	5
RNU6-291P	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RPL39P6	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
UBIAD1	2309	617	1802	541	1424	616	1230	2150	1313	1316	1181	1002	1199	636	786	843	1017	598
UBE2V2P3	0	0	2	0	0	1	0	4	7	4	0	4	0	1	0	9	1	2
ENSG00000284646	0	0	0	0	1	0	2	0	0	2	0	0	0	0	1	3	0	0
MTCYBP45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DISP3	7	92	6	69	6	59	0	181	3	93	4	189	8	83	6	162	1	111
ENSG00000285833	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01647	26	9	9	9	8	5	25	34	4	9	27	5	24	2	7	9	8	0
ENSG00000284708	1	1	1	3	0	4	0	11	0	2	0	5	0	0	0	3	2	1
FBXO2	10	101	11	37	11	23	17	136	14	67	9	43	13	28	20	31	6	32
FBXO44	57	397	27	367	52	321	31	1350	35	660	41	856	36	485	31	634	36	558
FBXO6	373	172	231	138	291	118	295	614	193	387	185	234	154	131	151	142	204	103
MAD2L2	6740	2387	5538	1754	6309	1736	4993	5753	4614	3067	4720	2555	5259	1576	3464	2248	5100	1441
DRAXIN	30	26	12	30	14	82	10	73	10	55	24	51	12	54	23	48	25	94
AGTRAP	1269	849	963	686	998	697	918	3872	663	2306	710	1601	806	1143	654	1778	619	1993
C1orf167	0	55	0	37	0	20	0	59	0	38	4	49	0	33	1	103	0	89
C1orf167-AS1	0	0	0	4	0	1	0	2	0	0	0	1	0	1	0	2	0	2
MTHFR	142	482	84	542	110	505	93	1061	98	555	60	749	96	718	72	935	113	993
CLCN6	122	617	69	597	54	705	58	1440	67	1076	47	1008	50	1078	32	1667	48	1812
ENSG00000276470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPA	1	8	0	8	0	10	0	23	0	12	0	6	0	11	0	8	0	19
ENSG00000275915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPB	8	8	8	20	20	8	12	70	12	38	9	21	17	3	8	1	8	7
SBF1P2	0	3	0	0	0	14	2	1	0	2	0	2	0	5	0	1	0	9
ENSG00000285646	53	10	57	9	52	14	41	55	50	51	39	24	59	16	18	31	36	17
RNU5E-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU5E-4P	14	5	7	3	10	1	3	0	2	0	2	1	5	0	4	0	2	0
KIAA2013	257	682	243	488	205	543	210	1495	203	822	185	774	228	591	185	829	195	713
PLOD1	205	2974	197	2449	106	2253	101	12022	137	7091	135	8130	96	4466	103	6833	144	6353
ENSG00000287384	0	5	1	4	0	0	0	1	0	2	0	2	0	0	4	1	3	0
MFN2	248	5092	197	4281	209	3522	217	9005	216	5741	139	6492	174	8106	183	12440	230	14446
ENSG00000270914	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MIIP	281	797	232	577	202	549	166	1839	123	1042	147	912	148	1125	118	1758	155	1923
MIR6729	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
RN7SL649P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	0	20	0	7	5	7	0	16	5	13	5	20	8	15	0	10	0	46
RNU6-777P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP89	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000285604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	3	11	3	22	2	4	12	23	18	12	9	17	5	12	1	38	21	33
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL10P17	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
SNORA70	0	3	4	2	7	23	7	33	0	7	1	9	1	2	0	10	4	6
VPS13D	133	1357	143	1519	97	1156	64	3734	70	2866	64	2992	76	2851	70	4537	65	3663
SNORA59A	0	2	0	4	0	1	0	4	0	2	0	4	0	0	0	5	2	9
LINC02766	0	0	0	0	2	13	6	3	0	2	0	0	0	0	0	1	0	0
DHRS3	134	410	66	367	65	313	111	1330	92	1123	56	597	59	913	57	1309	113	1646
RNU6ATAC18P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIR6730	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
ENSG00000288927	0	9	3	4	0	10	0	13	1	11	3	13	3	10	0	13	3	7
ENSG00000272482	0	1	0	3	0	2	2	10	0	7	2	2	0	1	0	4	1	2
AADACL4	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
ENSG00000226166	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf158	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	1	0	1
PRAMEF12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
PRAMEF1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
PRAMEF30P	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	7	2	1	5	6	6	3	9	8	7	7	4	6	0	7	1	4	3
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PRAMEF4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNU6-1072P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF29P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF28P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	1	0	0	1	2	2	0	0	1	0	1	4	0	0	1	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF35P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF31P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF32P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-771P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000228229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0	2	0	0
LRRC38	1	3	0	0	1	4	15	10	7	4	0	1	0	0	1	2	0	0
ENSG00000259961	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
BRWD1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
PDPN	982	496	629	390	657	482	595	2929	517	2025	464	1207	550	579	490	914	524	445
RNA5SP41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000237445	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
ENSG00000253085	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PRDM2	564	980	329	744	454	802	337	2080	330	1582	364	1123	374	960	283	1520	381	1260
ENSG00000289380	2	4	0	2	0	7	0	25	0	15	0	8	4	10	0	12	0	4
KAZN	50	284	32	185	38	232	21	405	35	352	27	198	36	305	10	379	19	366
RNU6-1265P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231606	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
KAZN-AS1	1	2	0	3	0	0	0	5	2	4	0	0	0	0	0	0	0	1
TBCAP2	2	0	1	3	1	0	1	0	2	0	0	0	1	0	0	0	0	1
ENSG00000287756	0	2	0	1	0	3	0	0	0	1	0	0	0	2	0	0	0	0
TMEM51-AS1	0	32	0	16	2	13	2	52	1	44	0	46	1	16	2	34	0	36
TMEM51	55	101	24	72	47	57	38	109	51	85	32	59	27	62	20	73	29	90
TMEM51-AS2	0	0	0	0	0	0	1	3	0	5	0	0	0	0	0	0	0	2
MFFP1	0	3	0	0	0	1	0	1	0	2	0	1	0	1	0	1	0	2
ZBTB2P1	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0
FHAD1	40	108	29	71	12	67	15	197	54	173	15	147	20	249	22	348	53	416
FHAD1-AS1	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	2	0	4
ENSG00000236045	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0
ENSG00000228140	8	14	4	12	5	6	20	47	3	36	17	11	14	22	4	5	4	27
EFHD2	274	297	188	218	189	258	187	426	151	153	157	287	157	176	116	275	210	274
CTRC	0	2	1	4	0	0	0	6	0	0	0	0	0	2	0	1	0	1
CELA2A	2	0	0	2	0	3	1	2	0	3	0	3	1	1	0	0	1	0
CELA2B	0	1	0	0	0	2	0	11	1	1	0	12	0	0	2	9	0	0
CASP9	91	214	68	196	51	190	92	873	54	574	73	356	65	295	61	414	90	351
DNAJC16	217	469	108	513	109	461	113	1901	122	1150	85	1107	129	738	74	950	66	743
SCARNA21B	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
ENSG00000272510	0	1	0	0	0	0	0	3	0	3	0	0	0	3	0	0	0	2
AGMAT	14	29	17	24	15	21	26	35	17	27	12	25	18	22	14	25	13	17
ENSG00000237301	14	8	8	11	2	11	0	40	1	34	1	19	7	9	1	8	16	4
CHCHD2P6	32	13	18	8	21	8	21	31	20	15	18	13	25	13	16	25	23	19
RNU7-179P	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0
CD24P1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DDI2	156	918	121	682	128	801	140	1774	96	1513	128	772	113	718	98	1064	94	821
RSC1A1	0	0	0	1	0	0	0	7	0	1	0	0	0	2	0	8	0	0
ENSG00000271742	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
PLEKHM2	118	1013	84	838	74	745	73	1854	87	1177	91	1070	53	1406	64	1990	89	2104
ENSG00000237938	1	15	0	10	10	21	0	35	0	15	0	20	2	5	0	19	0	18
SLC25A34	0	3	0	5	0	7	1	25	0	17	1	8	1	15	0	13	0	22
SLC25A34-AS1	0	0	1	0	1	0	1	2	1	1	1	2	0	1	1	0	0	0
TMEM82	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	2
FBLIM1	327	390	300	289	308	314	293	930	243	543	224	459	251	441	220	599	223	586
RPL12P14	35	14	7	8	16	10	18	70	23	46	12	15	14	15	19	12	29	14
UQCRHL	213	43	174	42	129	42	152	773	144	543	97	108	154	43	113	38	122	30
ENSG00000178715	39	5	23	4	26	5	20	42	10	18	22	7	15	4	17	1	20	5
FLJ37453	55	273	40	166	46	179	42	481	38	193	55	302	72	219	51	234	32	255
SPEN	310	6532	299	5690	257	5709	196	16588	180	11290	189	12447	173	8034	113	12079	252	8440
ENSG00000270620	0	2	0	5	0	0	0	2	0	1	0	0	0	0	0	3	0	0
ZBTB17	70	1081	28	816	25	652	25	1635	16	1034	13	1149	47	1400	26	2408	22	2642
ENSG00000234607	0	0	0	0	0	0	0	5	0	3	0	0	0	1	0	0	8	0
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3P6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
SRARP	0	1	0	0	0	0	0	2	0	3	0	2	0	1	7	0	0	0
ENSG00000233078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB7	1	16	0	15	0	6	0	25	0	12	0	9	0	31	4	15	0	16
CLCNKA	10	34	1	16	4	10	11	40	8	23	4	20	2	11	6	23	9	19
ENSG00000232456	0	3	1	7	0	8	0	5	0	0	2	11	0	6	0	8	3	12
CLCNKB	23	60	27	62	17	40	5	173	6	133	13	95	9	59	5	153	5	103
FAM131C	5	45	6	20	11	12	8	37	1	18	11	33	8	25	1	29	8	35
EPHA2	68	412	59	355	47	426	69	974	72	631	43	708	39	528	49	843	63	836
ENSG00000227959	3	13	1	3	0	7	11	16	4	9	0	11	3	8	10	8	4	18
ENSG00000224621	3	8	0	0	1	1	0	1	0	11	0	1	1	1	0	1	0	4
ARHGEF19-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19	16	100	26	96	15	102	10	390	31	279	8	133	29	107	12	153	0	93
ANO7L1	8	13	4	12	14	9	6	47	5	32	12	32	11	17	0	43	5	36
ENSG00000288398	12	261	16	251	21	257	24	521	11	348	12	233	32	213	23	284	26	269
CPLANE2	18	131	3	77	4	91	10	210	5	126	9	145	11	119	2	171	4	192
MT1XP1	7	1	2	3	3	0	27	19	3	15	12	5	5	5	7	1	6	5
FBXO42	621	986	442	673	444	764	443	4311	261	2957	301	2272	410	1388	284	1810	387	1328
SZRD1	1196	1335	693	1023	801	1150	846	4089	732	2513	605	2301	753	1732	526	2234	858	1631
RPL22P3	2	8	3	0	0	0	2	7	0	10	0	5	0	4	0	7	0	3
SPATA21	6	7	12	7	3	8	0	8	0	13	8	14	0	11	0	6	0	11
NECAP2	875	485	665	473	671	428	504	3003	545	1765	458	1052	524	1020	384	1458	582	930
LINC01772	2	16	3	12	0	15	0	28	2	25	0	15	2	13	6	22	0	13
CROCCP3	1	158	3	114	0	98	0	167	3	99	1	115	1	106	2	188	3	197
RNU1-1	0	1	0	0	0	0	0	3	0	6	0	0	0	1	0	2	0	0
ENSG00000261135	10	2	3	6	8	2	8	38	0	28	0	13	3	2	5	9	3	5
ENSG00000285853	0	0	0	2	0	0	0	6	0	4	0	2	0	1	0	4	0	1
ENSG00000224174	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	1
LINC01783	3	64	2	32	5	21	6	9	6	13	5	12	3	34	3	60	4	105
RNU1-6P	0	2	0	0	0	1	0	1	1	1	0	0	0	6	0	3	0	6
PDE4DIPP8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NBPF1	117	496	91	427	87	393	63	1824	83	1112	87	1124	64	550	69	775	64	593
ENSG00000271732	0	0	1	0	4	0	0	4	0	0	0	0	0	1	1	0	0	3
CROCCP2	54	1610	47	1211	43	1071	37	1372	51	860	33	1106	44	1307	36	2182	68	2462
ENSG00000283773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1P2	0	59	1	43	0	27	1	59	0	32	2	43	0	47	0	75	0	90
ENSG00000282143	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RNU1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280114	3	2	0	3	0	4	0	6	0	7	0	1	0	6	0	2	0	6
EIF1AXP1	25	11	18	18	31	15	21	72	19	33	5	16	12	14	25	11	21	9
ESPNP	0	10	0	8	0	1	0	7	0	4	0	7	0	8	0	7	0	12
ENSG00000279151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000282740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CROCC	21	618	44	483	26	310	25	298	20	145	25	213	27	291	12	569	24	551
CROCCP4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1L	0	1	2	7	1	9	0	18	0	17	3	11	4	19	1	6	0	21
ENSG00000223643	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
PDE4DIPP9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228549	11	79	0	50	3	34	4	34	8	26	5	47	4	58	1	107	2	150
RNU1-5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238142	0	1	0	0	0	6	0	5	1	3	0	0	1	9	0	15	0	6
ENSG00000235241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000272426	2	4	2	3	9	4	8	43	9	13	7	0	6	4	4	13	6	5
MFAP2	272	379	236	223	199	208	324	1678	211	795	200	1063	208	370	177	394	177	371
ENSG00000286898	0	0	0	4	0	0	1	2	2	2	0	3	0	4	0	4	0	6
ENSG00000226526	0	0	0	1	0	4	0	1	0	3	0	2	0	2	0	2	0	3
ATP13A2	30	886	13	694	20	591	32	1748	19	1098	13	1200	15	1363	13	1898	10	1963
ENSG00000288636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHB	5999	1225	4387	1133	4231	1235	3784	10988	3469	7039	3254	2147	3824	882	2829	1321	4245	736
PADI2	69	229	30	175	35	191	39	882	19	516	48	770	48	225	16	442	34	216
LINC02783	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6
ENSG00000282843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI1	0	2	0	6	0	3	0	8	1	6	0	0	0	2	0	2	1	1
PADI3	12	52	10	47	8	66	2	247	9	170	15	133	13	96	19	160	10	167
MIR3972	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0
PADI4	42	0	21	2	36	0	20	9	22	6	6	1	16	7	21	2	34	0
PADI6	0	0	2	0	0	0	0	3	0	6	1	2	0	4	0	1	0	2
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	385	2360	309	2019	285	1828	290	7331	281	5548	215	3478	268	3766	195	6111	249	4768
ARHGEF10L	62	356	24	257	31	202	30	439	40	283	50	383	40	311	20	505	37	547
LINC02810	2	0	5	0	0	8	0	2	1	0	0	1	0	2	0	0	0	1
ACTL8	1	17	0	12	0	11	0	31	0	22	0	10	0	15	0	17	3	50
ENSG00000284653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	9	6	1	2	7	1	6	17	13	4	3	11	1	7	0	8	0	14
ENSG00000280222	0	8	3	4	0	6	1	15	6	9	1	22	6	9	0	7	0	6
IGSF21-AS1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225387	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0
KLHDC7A	4	34	2	25	3	31	1	20	5	24	0	20	6	15	0	56	1	27
DYNLL1P3	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0
ENSG00000225478	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PAX7	28	73	16	72	8	53	28	167	16	91	12	81	25	75	18	129	27	81
