Geneid	HSA1	HSA1_c	HSA2	HSA2_c	HSA3	HSA3_c	HSB1	HSB1_c	HSB2	HSB2_c	HSB3	HSB3_c	HSD1	HSD1_c	HSD2	HSD2_c	HSD3	HSD3_c
CA6	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RN7SL451P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A7	1	1	0	0	0	3	3	2	1	0	2	0	3	5	2	1	0	5
SLC2A5	2	0	0	1	0	2	0	0	1	0	0	0	0	2	0	2	0	2
ENSG00000252404	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GPR157	18	102	10	103	4	104	8	53	15	74	12	89	27	119	11	100	28	115
MIR34AHG	0	46	0	44	0	51	0	7	0	22	0	12	0	55	0	51	0	70
MIR34A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LNCTAM34A	5	4	4	7	4	2	6	6	0	5	1	7	0	8	2	9	7	11
H6PD	0	136	0	116	0	130	2	49	3	44	8	62	6	178	6	202	6	273
SPSB1	214	41	217	33	168	49	68	36	54	44	61	67	65	61	34	42	91	61
ENSG00000284652	0	2	2	0	0	0	0	1	0	1	0	0	0	1	0	3	0	3
LINC02606	17	17	45	9	13	20	27	7	11	8	8	16	16	24	13	30	16	26
RNA5SP40	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235263	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0
SLC25A33	88	107	79	127	78	126	91	139	59	122	94	139	94	223	108	72	143	93
ENSG00000231181	0	5	1	2	1	9	0	4	0	3	0	1	1	1	0	1	0	0
TMEM201	10	384	8	383	11	380	30	288	22	273	25	359	44	492	36	327	47	547
PIK3CD	0	126	2	117	9	117	4	31	5	63	7	51	3	145	7	136	9	256
PIK3CD-AS1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CD-AS2	1059	149	1039	152	973	147	887	102	563	109	815	120	796	118	682	108	1069	165
CLSTN1	20	575	39	621	17	675	50	707	37	543	53	658	60	922	52	732	69	995
MZT1P1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000280113	0	3	0	1	0	2	0	0	0	3	0	0	0	1	0	0	0	0
CTNNBIP1	41	63	26	59	27	76	36	59	18	44	36	86	22	120	22	64	50	83
ENSG00000223989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285701	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1
LZIC	511	856	581	918	482	978	444	531	264	703	325	825	401	844	440	766	559	1039
ENSG00000228150	14	13	26	20	19	21	9	4	10	8	13	5	12	10	17	11	14	12
NMNAT1	127	372	136	376	122	368	79	117	37	156	60	175	92	196	88	174	147	237
RN7SKP269	11	15	21	16	12	12	16	7	6	2	6	9	11	9	6	5	6	5
TMEM274P	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	1	0	0
MIR5697	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000241326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP7	30	37	27	29	22	35	12	7	8	4	8	5	56	6	20	4	30	5
UBE4B	29	1311	51	1328	29	1366	30	897	22	1184	17	1162	24	1424	45	1406	49	1886
ENSG00000224340	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
PGAM1P11	0	5	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0
RNU6-828P	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
KIF1B	109	1182	141	1304	82	1618	93	1051	50	1931	56	1912	115	1860	92	1124	194	1496
ENSG00000264881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-37P	8	1	4	3	3	0	9	0	4	0	11	0	5	0	3	0	6	1
RN7SL731P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284735	0	4	0	2	0	1	0	4	0	6	1	5	0	5	0	10	0	7
ENSG00000284642	0	1	2	3	0	4	0	5	0	3	0	4	0	6	0	9	0	6
PGD	260	3488	264	3596	224	3763	232	2661	170	3779	170	4097	337	4273	380	4541	470	6362
ENSG00000271989	16	6	16	6	18	4	10	3	8	1	8	0	6	7	8	4	13	3
CENPS-CORT	16	12	9	17	12	6	13	6	7	8	10	6	13	6	18	6	17	7
CENPS	231	121	231	103	211	153	256	77	168	77	223	92	233	145	276	149	453	202
CORT	20	14	30	15	36	13	18	20	13	13	27	29	33	15	30	11	40	20
DFFA	226	3722	224	3630	207	3928	240	2064	170	2941	188	3254	384	3141	276	2586	433	3729
ENSG00000203469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX14	24	187	25	161	22	185	31	77	19	118	30	107	35	162	21	169	41	283
ENSG00000287727	0	3	0	3	0	3	0	6	0	1	0	1	0	3	0	6	0	4
RN7SL614P	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CASZ1	7	140	26	144	17	137	20	103	12	118	10	136	32	153	29	183	49	254
ENSG00000272078	0	10	1	7	0	5	1	11	3	7	0	8	5	3	1	4	1	7
HSPE1P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf127	0	20	0	15	0	14	0	4	0	2	0	3	0	7	0	12	1	11
CFL1P6	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TARDBP	128	4260	152	4407	99	4610	71	2165	44	4844	51	4861	106	4040	77	3359	117	4565
MASP2	2	59	0	62	0	76	0	29	0	32	1	32	1	47	2	26	2	51
SRM	471	989	593	1113	523	1638	494	1683	308	1105	402	1375	458	1915	381	812	767	1262
EXOSC10	48	2246	33	2145	37	2349	57	935	39	1492	48	1479	106	2508	102	3025	177	3896
ENSG00000226849	0	1	0	4	0	10	0	7	0	5	0	7	0	2	0	3	0	1
EXOSC10-AS1	94	65	196	57	157	71	90	54	52	63	62	55	37	57	33	38	77	72
MTOR	43	3907	51	4091	59	3907	62	1600	26	2032	39	2128	62	3076	63	3230	97	4528
MTOR-AS1	0	3	5	3	6	5	0	0	0	0	0	2	1	1	0	0	0	0
RNU6-537P	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ANGPTL7	0	8	0	3	0	5	0	7	0	4	0	0	0	2	0	4	0	2
RNU6-291P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL39P6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
UBIAD1	130	859	113	854	123	919	223	246	197	337	168	395	333	792	254	758	447	998
UBE2V2P3	0	6	0	2	0	2	0	0	0	2	0	0	0	2	0	3	0	3
ENSG00000284646	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTCYBP45	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DISP3	3	61	0	70	2	73	6	21	1	19	0	27	6	38	4	47	15	69
ENSG00000285833	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
LINC01647	36	34	39	24	43	32	8	34	5	35	0	52	0	9	3	3	7	8
ENSG00000284708	0	2	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	2
FBXO2	3	10	0	10	0	8	4	15	1	12	8	13	4	22	1	15	3	13
FBXO44	4	218	9	211	10	293	15	145	9	177	10	209	15	200	8	207	10	312
FBXO6	27	57	35	37	39	57	45	37	38	54	34	55	60	69	55	63	94	95
MAD2L2	1414	1064	1674	1315	1639	1597	1834	1422	1183	1336	1430	1596	1527	1721	1156	1104	2757	1937
DRAXIN	0	13	0	13	0	31	1	5	0	12	1	8	8	13	2	13	11	16
AGTRAP	227	779	176	813	165	815	209	465	125	460	150	568	285	841	240	853	442	1229
C1orf167	0	8	4	9	0	5	0	0	0	2	0	2	0	1	0	5	0	2
C1orf167-AS1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MTHFR	21	245	5	259	12	269	7	86	15	79	12	102	23	277	23	271	39	368
CLCN6	9	708	12	717	11	687	12	343	6	373	7	369	16	516	17	445	23	596
ENSG00000276470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPA	0	7	0	8	0	8	0	5	4	5	0	6	0	6	0	1	2	10
ENSG00000275915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPB	2	8	9	6	5	7	0	2	0	1	1	0	1	0	1	1	0	3
SBF1P2	0	5	0	3	0	9	0	0	0	0	0	3	0	1	0	3	0	4
ENSG00000285646	19	34	24	31	14	33	10	9	9	18	3	24	1	10	4	10	15	26
RNU5E-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU5E-4P	0	1	0	0	0	0	3	0	2	0	2	0	1	1	2	0	1	1
KIAA2013	84	329	68	348	98	375	57	553	38	412	26	452	45	417	45	312	65	471
PLOD1	38	1828	21	1806	23	1843	30	1636	33	2054	35	2231	58	2020	41	2048	44	2932
ENSG00000287384	0	1	0	0	0	1	0	2	1	2	0	5	0	1	1	2	0	1
MFN2	48	2969	52	2882	61	3116	80	1018	51	1481	78	1478	81	2418	54	2354	105	3400
ENSG00000270914	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIIP	83	642	49	543	54	667	59	317	29	321	51	383	46	480	55	456	88	691
MIR6729	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RN7SL649P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	0	3	1	5	0	10	0	5	0	5	0	3	2	2	0	3	0	5
RNU6-777P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP89	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1
ENSG00000285604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	2	5	0	5	0	0	1	3	0	2	2	1	0	9	2	2	6	2
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL10P17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SNORA70	0	4	0	6	0	2	1	4	0	6	0	6	0	0	0	1	0	5
VPS13D	7	972	16	1013	10	1059	14	428	9	702	5	681	18	932	19	906	24	1327
SNORA59A	0	1	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	5
LINC02766	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1
DHRS3	6	160	10	163	10	171	4	69	17	90	10	98	27	261	15	225	38	321
RNU6ATAC18P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6730	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000288927	0	0	0	0	0	0	0	3	0	4	0	0	1	2	0	2	1	2
ENSG00000272482	0	0	0	0	0	2	3	1	0	0	0	0	0	1	0	0	0	4
AADACL4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000226166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf158	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PRAMEF12	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF30P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	2	3	0	0	0	2	0	1	2	2	0	4	1	3	0	3	4	0
PRAMEF2	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1072P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF29P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF28P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF35P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF31P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF32P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-771P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000228229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0
LRRC38	0	0	0	1	0	0	1	1	0	3	0	5	0	0	2	0	0	1
ENSG00000259961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRWD1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	91	509	140	590	106	610	136	311	88	465	121	513	214	665	186	628	257	827
RNA5SP41	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000237445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253085	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PRDM2	91	730	127	841	89	844	47	579	38	636	55	692	91	634	66	622	153	710
ENSG00000289380	0	5	1	9	0	8	0	2	0	6	0	8	0	5	0	1	0	3
KAZN	1	115	8	129	2	126	16	57	5	61	9	72	8	103	8	106	12	139
RNU6-1265P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
KAZN-AS1	5	0	0	5	0	1	0	0	0	2	0	1	0	0	0	0	0	0
TBCAP2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287756	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
TMEM51-AS1	2	17	1	16	0	10	0	8	0	15	0	12	0	5	0	12	0	17
TMEM51	6	36	3	35	11	27	6	63	4	35	9	42	13	61	5	22	13	66
TMEM51-AS2	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	2
MFFP1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1
ZBTB2P1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
FHAD1	1	93	2	108	3	83	4	16	6	33	1	34	4	48	1	49	6	59
FHAD1-AS1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236045	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228140	0	9	0	13	1	7	1	3	0	1	1	1	1	7	0	6	0	4
EFHD2	39	87	37	91	34	91	48	60	46	45	66	51	63	79	46	92	81	145
CTRC	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	3
CELA2A	0	2	0	0	1	5	2	1	0	1	1	3	0	4	0	1	2	3
CELA2B	0	1	0	1	0	2	0	0	0	0	0	5	0	0	0	0	0	2
CASP9	17	257	22	310	18	307	26	122	7	150	20	202	24	237	32	202	48	342
DNAJC16	13	561	27	554	11	643	6	159	14	216	12	261	22	526	23	517	44	709
SCARNA21B	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000272510	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0
AGMAT	2	11	5	27	4	33	7	18	4	20	9	13	14	28	11	14	20	21
ENSG00000237301	3	12	13	14	4	33	2	15	0	22	1	10	3	12	1	3	5	14
CHCHD2P6	11	7	12	3	10	7	2	5	2	2	5	2	7	8	6	6	8	6
RNU7-179P	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
CD24P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDI2	20	668	15	747	10	842	10	267	14	373	23	453	28	830	41	484	58	695
RSC1A1	0	2	0	0	0	4	0	0	0	1	0	0	0	2	0	1	0	2
ENSG00000271742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM2	27	555	30	474	25	537	51	377	18	335	30	348	29	505	21	421	21	580
ENSG00000237938	0	5	0	8	0	17	0	9	0	3	0	0	0	5	0	6	0	7
SLC25A34	0	5	4	6	0	4	0	0	0	2	0	4	1	6	0	2	0	6
SLC25A34-AS1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0
TMEM82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
FBLIM1	24	173	21	164	12	176	35	73	45	70	33	108	58	170	57	132	97	166
RPL12P14	5	32	10	30	9	46	2	12	7	9	5	12	3	22	7	24	7	18
UQCRHL	66	191	65	195	57	216	88	234	74	205	63	228	43	183	64	153	74	193
ENSG00000178715	6	7	4	2	5	2	6	2	6	5	2	2	7	7	6	4	10	8
FLJ37453	35	44	21	60	27	59	9	78	12	57	15	66	13	83	13	73	30	120
SPEN	41	3377	65	3575	44	3600	46	4426	25	3919	54	4377	64	3772	46	3482	59	4384
ENSG00000270620	0	1	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	2
ZBTB17	6	436	11	437	8	460	9	239	5	274	9	298	13	340	7	367	3	542
ENSG00000234607	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0	1
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRARP	0	2	1	0	0	0	0	0	0	0	1	0	4	0	0	0	1	1
ENSG00000233078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB7	0	5	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	2
CLCNKA	4	5	0	5	0	1	5	3	1	0	1	1	0	2	2	2	0	1
ENSG00000232456	0	0	0	1	0	2	0	2	0	0	0	2	0	1	0	0	0	0
CLCNKB	2	16	2	18	0	27	17	12	5	14	1	12	3	15	3	29	1	23
FAM131C	0	4	0	4	0	6	3	4	4	3	0	5	2	9	1	1	0	14
EPHA2	7	200	5	193	8	246	5	146	6	183	7	215	15	256	20	182	23	230
ENSG00000227959	0	3	0	3	0	5	1	3	0	0	0	0	2	4	0	2	0	6
ENSG00000224621	0	1	0	2	0	1	0	1	0	1	0	0	0	3	0	1	0	1
ARHGEF19-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19	0	62	1	51	6	75	2	26	1	14	4	17	3	76	1	75	2	96
ANO7L1	0	5	0	11	0	6	3	1	3	7	0	6	1	7	2	5	4	13
ENSG00000288398	2	156	0	172	4	156	2	87	3	96	9	89	6	156	5	138	12	179
CPLANE2	1	41	2	31	0	39	6	22	1	23	0	29	0	59	5	36	0	79
MT1XP1	5	4	4	3	3	0	3	0	1	4	1	1	1	2	1	2	2	1
FBXO42	21	834	47	800	45	828	69	379	47	650	48	659	86	823	83	753	161	1071
SZRD1	264	922	203	950	298	960	304	584	191	728	278	805	290	919	249	903	434	1340
RPL22P3	0	4	0	1	2	2	0	1	0	0	0	2	1	1	0	1	0	2
SPATA21	0	4	0	4	0	10	0	2	0	4	0	4	0	1	0	3	1	5
NECAP2	138	855	227	942	195	975	223	477	117	691	157	707	237	840	200	757	297	1157
LINC01772	0	10	1	20	1	14	0	9	1	16	0	5	0	5	0	5	0	8
CROCCP3	0	55	5	59	1	62	0	23	1	34	0	50	0	30	0	20	0	60
RNU1-1	0	3	0	3	0	5	1	0	0	1	0	0	0	1	0	2	0	0
ENSG00000261135	2	4	1	7	0	8	0	1	0	1	0	2	2	3	0	6	0	14
ENSG00000285853	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000224174	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC01783	0	9	5	18	0	18	1	6	2	10	1	14	3	8	2	3	2	15
RNU1-6P	0	0	0	3	0	1	0	1	0	0	0	0	0	1	0	0	0	0
PDE4DIPP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF1	21	595	23	570	28	584	19	442	21	527	11	626	18	634	24	613	31	961
ENSG00000271732	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
CROCCP2	21	598	23	690	29	654	18	270	12	472	17	504	12	440	19	263	26	596
ENSG00000283773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1P2	0	7	0	4	0	6	1	3	0	0	0	4	0	6	0	4	0	7
ENSG00000282143	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
EIF1AXP1	1	4	2	14	2	14	4	7	3	7	3	8	2	14	7	22	13	27
ESPNP	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000279151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CROCC	9	54	16	77	4	79	8	51	8	74	4	70	14	101	7	51	7	101
CROCCP4	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1L	0	4	0	13	0	13	0	1	0	3	0	1	0	1	1	0	0	2
ENSG00000223643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE4DIPP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228549	0	13	0	14	1	16	3	8	1	5	0	12	1	15	1	6	0	16
RNU1-5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238142	2	4	8	1	6	1	0	2	2	2	0	2	5	2	0	0	1	3
ENSG00000235241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272426	10	6	1	5	2	5	2	5	0	1	3	3	2	1	2	3	0	3
MFAP2	21	158	33	125	19	161	31	128	18	138	30	146	35	163	50	177	81	297
ENSG00000286898	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
ENSG00000226526	0	1	0	0	0	1	0	2	0	2	0	0	0	1	0	0	0	0
ATP13A2	3	339	12	345	4	384	4	306	0	265	1	379	4	509	8	393	4	654
ENSG00000288636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHB	1460	2882	1853	2912	1327	3345	1593	1803	907	2781	1173	3383	1624	3079	1617	2724	2236	3655
PADI2	3	52	0	40	1	72	4	36	2	74	2	74	9	103	5	135	5	159
LINC02783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000282843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI1	0	2	0	5	0	0	0	3	0	3	0	1	0	1	0	1	0	0
PADI3	0	16	0	13	0	25	0	10	1	12	1	8	3	26	3	39	2	36
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	0	1	2	0	2	0	0	0	5	0	0	2	3	1	2	1	6	0
PADI6	0	4	0	0	0	1	0	1	1	0	0	1	1	2	0	1	0	3
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	85	2243	108	2341	52	2336	79	2096	53	1955	73	2342	138	2476	80	2099	172	2893
ARHGEF10L	2	64	1	64	1	55	14	52	5	65	7	63	18	103	15	119	15	136
LINC02810	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ACTL8	0	5	0	10	0	4	0	1	0	2	0	3	0	3	0	2	0	8
ENSG00000284653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	0	1	0	3	0	1	0	4	0	2	1	0	1	4	1	1	0	2
ENSG00000280222	1	0	0	0	0	1	0	0	0	2	0	1	0	1	0	2	0	0
IGSF21-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC7A	0	10	0	4	0	5	0	0	0	2	0	0	0	8	0	10	0	6
DYNLL1P3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225478	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PAX7	1	32	15	35	0	47	12	21	3	15	4	11	8	35	4	36	12	37
TAS1R2	0	1	2	4	0	3	0	2	0	1	0	2	0	5	0	2	0	0
ALDH4A1	12	208	5	169	7	233	14	111	7	172	9	144	6	323	12	297	12	415
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFFO2	5	72	7	89	10	70	12	47	4	49	9	67	9	75	10	66	25	82
ENSG00000272084	0	17	0	8	0	17	0	3	0	8	0	5	1	12	0	12	0	11
