Geneid	D1	D1c	D2	D2c	D3	D3c	ND1	ND1c	ND2	ND2c	ND3	ND3c
MIR6730	0	3	0	0	0	0	0	1	0	1	0	3
ENSG00000288927	1	32	2	17	0	21	0	32	0	29	0	27
ENSG00000272482	0	9	8	8	1	15	0	6	6	9	1	16
AADACL4	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000226166	0	0	0	0	0	0	0	0	1	0	0	0
AADACL3	0	2	0	2	0	0	0	3	0	0	0	3
C1orf158	0	0	0	0	0	2	0	0	0	0	0	0
PRAMEF12	0	0	0	0	1	0	0	0	0	0	0	0
PRAMEF1	0	0	0	2	0	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF30P	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	4	5	5	3	1	9	0	9	1	6	1	7
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1072P	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF29P	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF28P	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	2	0	0	0	0	0	0	0	2	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF35P	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	1	0	0	0	1	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233336	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF31P	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF32P	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-771P	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228229	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	1	0	1
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	0
LRRC38	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259961	0	0	0	0	0	0	0	0	0	0	0	0
BRWD1P1	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP41	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237445	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253085	0	0	0	0	0	0	0	0	0	0	0	0
PRDM2	44	501	66	306	109	465	41	343	41	337	17	286
ENSG00000289380	0	2	5	0	0	0	0	2	0	4	0	1
KAZN	4	122	1	81	8	136	0	53	6	43	5	35
RNU6-1265P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231606	0	0	0	0	0	0	0	0	0	0	0	0
KAZN-AS1	0	0	0	0	0	0	0	1	0	1	0	4
TBCAP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287756	0	0	0	0	0	0	0	0	0	0	0	0
TMEM51-AS1	0	49	0	53	2	36	0	39	22	55	0	83
TMEM51	2	216	3	161	2	253	0	79	2	73	4	124
TMEM51-AS2	0	2	0	0	0	0	0	4	0	0	0	0
MFFP1	0	0	0	0	2	0	0	0	0	0	0	0
ZBTB2P1	0	0	0	0	0	2	0	0	0	0	0	0
FHAD1	32	29	28	8	27	21	0	72	13	48	0	76
FHAD1-AS1	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000236045	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000228140	0	4	0	2	1	4	0	16	0	4	0	8
EFHD2	320	312	265	175	254	453	160	642	264	595	54	646
CTRC	9	0	0	0	2	0	0	0	0	0	1	3
CELA2A	8	0	0	0	0	0	0	0	0	0	0	0
CELA2B	0	1	0	0	0	1	0	0	0	0	0	0
CASP9	33	235	13	160	8	229	15	196	0	213	4	185
DNAJC16	9	485	25	275	10	393	1	308	7	317	9	290
SCARNA21B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272510	0	0	0	0	2	0	0	4	0	0	0	1
AGMAT	38	49	68	32	38	33	0	68	0	164	8	143
ENSG00000237301	5	2	0	0	0	4	0	1	0	1	0	3
CHCHD2P6	46	11	44	9	56	7	5	6	18	8	12	11
RNU7-179P	0	0	0	0	0	0	0	0	0	0	0	0
CD24P1	0	0	0	0	0	0	0	0	0	0	0	0
DDI2	42	666	18	441	41	511	46	802	35	796	40	845
RSC1A1	0	0	0	0	0	0	0	1	0	1	0	3
ENSG00000271742	0	0	0	0	1	0	0	0	0	0	0	0
PLEKHM2	11	610	31	408	31	707	44	404	60	453	17	508
ENSG00000237938	0	7	0	4	0	9	0	3	5	10	0	10
SLC25A34	2	16	0	6	0	12	10	7	0	4	2	5
SLC25A34-AS1	0	0	0	0	0	1	0	0	0	0	0	0
TMEM82	0	0	0	0	0	0	0	0	0	0	0	0
FBLIM1	61	1675	93	1005	65	1601	61	585	14	477	49	587
RPL12P14	23	12	42	3	20	8	74	9	95	2	65	2
UQCRHL	1676	215	1952	138	1816	223	1309	299	1444	269	1071	268
ENSG00000178715	468	19	389	12	576	20	170	24	304	36	145	39
FLJ37453	28	73	14	36	33	74	10	23	5	23	7	26
SPEN	70	1740	29	1178	44	1838	182	1699	155	1660	91	2044
ENSG00000270620	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB17	22	312	1	199	0	244	9	282	10	251	4	280
ENSG00000234607	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275503	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3P6	0	0	0	0	0	0	0	0	0	0	0	0
SRARP	0	0	7	0	4	0	0	0	0	0	0	0
ENSG00000233078	0	0	0	0	0	0	0	0	0	0	0	0
HSPB7	0	0	0	0	0	0	0	0	0	0	0	0
CLCNKA	0	4	5	3	0	8	6	1	2	0	1	1
ENSG00000232456	0	0	0	0	0	2	0	0	0	0	0	0
CLCNKB	18	15	13	6	2	11	27	5	1	7	10	2
FAM131C	10	33	7	42	13	94	1	41	24	50	4	79
EPHA2	12	1619	25	1035	38	1550	118	1799	84	1848	43	2930
ENSG00000227959	2	25	6	9	0	18	0	13	0	14	0	12
ENSG00000224621	0	6	2	3	0	4	0	8	0	11	0	12
ARHGEF19-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19	7	365	3	245	0	401	14	284	3	246	14	268
ANO7L1	10	21	9	14	6	19	63	23	19	19	28	24
ENSG00000288398	2	87	0	38	0	82	0	91	1	82	1	88
CPLANE2	0	47	0	34	2	37	0	17	0	19	1	42
MT1XP1	19	2	33	1	26	3	2	1	25	1	7	1
FBXO42	53	609	63	377	83	466	24	525	90	470	19	476
SZRD1	330	840	340	511	399	755	176	893	232	876	150	868
RPL22P3	1	1	5	0	8	0	2	0	2	1	1	1
SPATA21	0	2	0	0	0	0	0	1	0	0	0	0
NECAP2	244	1386	192	855	290	1011	122	864	65	832	97	788
LINC01772	1	3	0	6	4	9	0	5	6	2	0	6
CROCCP3	0	18	0	5	0	2	0	19	2	23	0	19
RNU1-1	0	2	0	0	0	0	0	0	0	1	0	0
ENSG00000261135	7	4	5	1	7	2	0	7	0	2	0	2
ENSG00000285853	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224174	0	0	4	0	0	0	0	0	0	0	0	0
LINC01783	0	1	0	0	4	0	6	2	1	0	15	4
RNU1-6P	0	0	0	0	0	0	0	0	0	0	0	0
PDE4DIPP8	0	0	0	0	0	0	0	0	0	0	0	0
NBPF1	64	213	47	128	38	165	11	211	50	221	7	191
ENSG00000271732	4	0	0	0	0	0	0	1	0	0	0	0
CROCCP2	18	193	7	110	11	133	39	247	25	282	9	277
ENSG00000283773	0	0	0	0	0	0	0	0	0	0	0	0
MST1P2	0	5	0	3	0	5	0	6	0	6	0	10
ENSG00000282143	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280114	0	0	0	0	0	0	0	2	0	1	0	5
EIF1AXP1	31	16	56	19	50	13	12	21	21	22	23	19
ESPNP	0	2	3	0	0	2	0	1	0	5	0	9
ENSG00000279151	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282740	0	0	0	0	0	0	0	0	0	0	0	0
CROCC	0	59	2	33	0	82	0	29	5	28	4	37
CROCCP4	0	0	0	0	3	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0
MST1L	0	1	1	2	6	0	0	3	0	1	0	1
ENSG00000223643	0	0	0	0	0	0	0	0	0	0	0	0
PDE4DIPP9	0	0	0	0	0	0	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228549	0	1	0	1	0	0	0	5	0	2	0	6
RNU1-5P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238142	176	12	187	7	201	22	129	13	138	15	110	26
ENSG00000235241	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-2	0	3	0	0	0	1	0	0	0	0	0	0
ENSG00000272426	18	0	9	0	25	2	0	0	0	0	0	1
MFAP2	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000286898	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226526	0	1	0	0	0	0	0	0	0	0	0	0
ATP13A2	6	488	12	394	9	691	2	319	62	320	1	398
ENSG00000288636	0	0	0	0	0	0	0	0	0	0	0	0
SDHB	10202	2071	9848	1286	10395	1700	3003	2339	4423	2285	2907	2271
PADI2	19	710	13	494	13	601	28	717	13	613	7	689
LINC02783	0	18	11	9	14	23	1	22	11	15	5	24
ENSG00000282843	0	2	0	0	0	1	0	0	0	2	0	0
PADI1	0	652	0	452	6	515	28	1235	58	1152	31	1724
PADI3	0	114	2	66	0	131	32	468	1	439	0	500
MIR3972	0	0	0	0	0	0	0	1	0	0	0	1
PADI4	5	31	15	27	14	33	4	594	48	569	14	662
PADI6	0	0	3	0	1	0	0	2	0	1	0	1
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	31	2002	49	1333	70	2119	89	2054	82	2096	29	2005
ARHGEF10L	10	293	5	194	6	304	12	209	9	215	9	274
LINC02810	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	6	3	3	1	1	0	22	0	18	0	17
ENSG00000284653	0	0	0	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000280222	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225387	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC7A	0	9	0	5	1	4	0	47	0	28	0	48
DYNLL1P3	2	1	0	0	3	1	0	0	2	0	0	1
ENSG00000225478	0	0	0	0	0	0	0	0	0	0	0	0
PAX7	0	0	0	0	0	0	0	1	0	0	0	0
TAS1R2	0	0	0	0	5	0	0	0	0	0	0	0
ALDH4A1	35	486	17	302	49	385	0	286	42	272	26	293
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	0	0	0	1	0	0
IFFO2	1	146	16	123	10	198	1	93	11	75	5	100
ENSG00000272084	0	1	0	0	0	1	0	0	0	3	6	5
UBR4	21	2766	27	1989	27	2655	206	3321	207	3704	82	4306
EMC1-AS1	72	7	92	4	118	6	22	1	22	7	9	5
EMC1	17	1799	89	1063	26	1253	37	1862	38	1804	27	1807
MRTO4	737	507	619	289	756	515	168	839	461	849	342	775
ENSG00000286064	0	3	0	0	3	4	0	1	2	1	0	4
AKR7L	0	7	2	1	1	2	5	14	0	13	0	13
AKR7A3	2	6	0	3	1	7	0	7	0	14	8	18
ENSG00000270728	0	5	0	6	0	11	0	18	0	26	0	23
AKR7A2	420	1198	363	738	443	994	336	1223	263	1221	216	1332
RNU6-1099P	0	0	0	0	0	0	0	0	1	3	0	0
SLC66A1	55	221	30	148	19	246	5	155	28	196	5	230
CAPZB	2340	2185	2655	1351	2124	1908	544	1557	826	1716	738	2087
RN7SL277P	0	0	0	0	0	0	0	0	0	1	0	0
MICOS10	2684	339	2978	206	3015	322	948	563	1595	552	1040	490
RNU4-28P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235185	0	0	1	0	0	0	0	0	0	0	0	0
NBL1	18	91	20	54	12	168	68	61	36	58	7	63
MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226396	435	33	497	15	569	31	228	38	301	29	206	36
HTR6	0	2	0	0	0	0	0	0	0	0	0	0
TMCO4	11	390	17	264	21	326	11	180	9	181	6	212
RNF186	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235434	0	0	0	0	0	0	0	0	0	0	0	0
OTUD3	30	71	10	58	32	59	5	102	8	150	5	111
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL304P	0	0	1	0	0	0	0	0	0	0	0	0
PLA2G2A	4	0	0	1	0	0	0	0	0	0	0	0
PLA2G5	0	0	2	0	0	0	0	0	0	1	0	0
PLA2G2D	0	1	1	2	0	7	0	3	0	2	0	2
PLA2G2F	11	87	12	67	11	93	42	55	7	55	13	114
ENSG00000227066	75	1984	81	1316	97	2348	87	1231	78	1165	113	1295
PLA2G2C	71	38	30	26	43	37	44	50	75	35	35	44
UBXN10	3	617	23	367	13	450	0	485	7	419	23	444
LINC01757	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000284710	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	0	12	0	7	0	17	0	4	0	0	0	4
ENSG00000226664	8	0	0	0	1	0	0	0	0	0	0	0
LINC01141	1	0	1	0	1	0	0	0	0	1	0	0
ENSG00000226487	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284641	0	3	0	0	0	0	17	1	0	0	0	0
ENSG00000284743	0	0	0	0	0	0	1	0	0	0	0	0
CAMK2N1	1697	2736	1935	1932	1970	3273	1455	996	1910	735	1229	761
ENSG00000289402	0	8	0	1	1	8	0	0	0	0	0	1
MUL1	60	1306	110	770	118	1063	9	1035	65	973	25	961
RPS4XP4	9	0	15	0	0	0	0	0	0	0	0	0
FAM43B	0	0	0	0	0	1	0	0	0	0	0	0
CDA	3079	7108	3003	4622	3283	6967	1707	1886	1931	1704	978	1955
PINK1	29	744	13	760	13	1420	0	223	7	173	1	194
MIR6084	0	0	0	0	0	0	0	0	0	0	0	0
PINK1-AS	2	63	2	31	6	67	1	47	0	56	0	56
DDOST	917	10469	1009	6490	894	7471	453	8279	636	7505	433	8171
KIF17	5	8	1	4	1	4	0	8	1	1	0	5
ENSG00000235432	0	0	1	0	0	0	2	0	0	0	0	0
SH2D5	0	4	0	0	0	2	0	15	3	8	5	6
ENSG00000233069	0	0	0	0	0	0	0	0	0	0	0	0
HP1BP3	284	2464	236	1597	207	1801	110	2288	241	2461	148	2371
EIF4G3	130	759	172	516	182	958	223	856	168	818	195	807
RNU7-200P	0	0	0	0	0	0	0	0	0	0	0	0
MIR1256	0	0	0	0	0	0	0	0	0	0	0	0
RPS15AP6	0	0	1	0	0	1	0	0	0	2	0	0
ENSG00000236073	2	0	0	0	0	0	0	0	0	0	0	0
HSPE1P27	0	0	0	0	0	0	0	1	0	3	0	0
ENSG00000287192	0	0	0	0	0	0	0	0	0	0	0	0
ECE1	13	2627	18	1557	8	2090	44	2130	47	2191	67	2622
ENSG00000236936	0	2	0	0	0	0	0	0	0	1	0	0
ECE1-AS1	0	0	0	0	0	1	0	3	0	6	0	11
PPP1R11P1	0	0	0	0	0	0	0	1	0	0	0	0
PDE4DIPP10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0	0	0	0	0	0	0
NBPF2P	0	1	0	0	0	2	0	10	0	8	0	4
HS6ST1P1	0	0	0	0	0	0	0	0	0	0	0	0
CROCCP5	0	0	0	0	0	0	0	0	0	0	0	0
NBPF3	15	367	39	230	35	196	1	244	16	320	2	305
PFN1P10	0	0	0	0	0	0	0	0	0	0	0	0
ALPL	0	2	0	1	0	0	0	0	0	1	0	0
LINC02596	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP	6	103	0	50	10	100	3	198	2	181	13	241
USP48	45	1016	89	671	59	770	41	697	28	1078	33	1111
ENSG00000231978	0	0	0	0	0	0	1	0	0	2	0	0
LDLRAD2	0	15	0	9	0	18	0	5	0	2	0	9
HSPG2	20	5466	23	4142	21	7487	130	1439	65	1835	34	2424
ENSG00000232037	8	0	18	0	27	2	1	1	13	2	11	1
ENSG00000283234	0	2	0	1	0	9	0	0	0	0	0	0
CELA3B	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000285959	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL386P	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1022P	0	0	0	0	0	0	0	0	0	0	0	0
CELA3A	7	0	0	0	0	0	0	0	0	0	0	1
RN7SL186P	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-776P	0	0	0	0	0	0	0	0	0	0	0	0
LINC01635	4	2	0	3	0	1	0	2	0	1	0	0
LINC00339	2	26	9	12	10	36	4	24	9	20	4	36
CDC42	4513	3364	4735	2051	4776	2404	1499	2713	1956	2376	1346	2530
CDC42-AS1	0	7	0	2	0	11	0	13	0	17	0	20
ENSG00000285794	0	0	0	0	0	0	0	0	0	0	0	0
CDC42-IT1	0	0	2	0	2	0	0	3	0	1	0	5
MPHOSPH6P1	0	5	0	2	3	1	7	1	0	4	0	5
WNT4	9	110	20	87	7	156	16	39	15	19	9	47
ENSG00000285873	37	19	5	14	22	14	0	1	6	3	1	6
MIR4418	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP34	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000279625	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB40	10	501	29	311	8	406	92	585	32	623	43	596
ZBTB40-IT1	0	0	0	0	0	0	0	1	0	2	0	2
EPHA8	2	2	0	1	0	0	0	0	0	0	0	1
MIR6127	0	0	0	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0	0	0	0	0
C1QC	0	0	0	0	0	0	0	0	0	0	0	0
C1QB	0	0	0	0	0	0	0	0	0	0	0	0
EPHB2	37	764	64	489	36	926	13	646	74	607	38	657
MIR4684	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225952	0	0	0	0	0	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0	0	0	0
LACTBL1	0	0	2	0	4	0	0	0	0	0	0	2
TEX46	10	3	9	3	13	1	4	6	0	2	9	3
KDM1A	165	4710	159	4009	194	5619	159	5408	214	5318	150	5944
ENSG00000240553	0	1	9	0	1	1	0	0	0	0	0	0
MIR3115	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000266802	0	0	0	0	0	0	0	1	0	0	0	0
LUZP1	60	3132	47	1955	56	3068	31	1406	142	1265	51	1307
ENSG00000229010	0	2	0	1	0	1	0	1	0	2	0	6
RNU6-514P	0	3	0	0	0	0	0	3	0	0	0	2
RNU6-135P	0	1	0	0	0	0	0	0	0	2	0	0
ENSG00000289014	0	3	0	1	0	3	0	0	0	0	0	1
HTR1D	2	269	0	220	14	321	0	107	19	107	1	110
ENSG00000215381	0	0	3	1	0	0	0	0	0	0	0	0
LINC01355	0	12	0	11	5	11	0	21	0	31	6	31
ENSG00000284726	0	0	0	0	0	0	0	0	0	2	0	3
HNRNPR	331	4000	428	2490	341	2442	220	5484	222	4833	165	4620
ZNF436	2	466	10	334	11	246	0	363	17	305	0	320
ZNF436-AS1	52	31	25	17	31	32	0	37	12	62	22	63
ENSG00000271420	2	0	3	0	1	0	0	0	0	0	0	0
TCEA3	1	13	4	3	5	14	0	4	0	6	0	10
ENSG00000232482	2	1	0	0	1	0	0	0	0	0	0	0
ASAP3	1	210	1	148	7	164	10	115	0	93	0	105
E2F2	2	73	0	41	0	73	0	151	4	160	0	147
ENSG00000235052	0	7	0	4	0	6	0	7	0	4	0	6
ID3	184	2070	138	1185	179	1482	201	191	122	188	135	195
ENSG00000285802	0	7	0	1	0	13	0	1	0	1	0	0
MDS2	4	3	18	2	9	3	0	1	7	0	0	0
ENSG00000229239	0	0	0	0	0	0	0	0	0	0	0	0
RPL11	200530	8410	199098	5092	212259	9772	73450	11793	95633	10659	71633	10603
ELOA-AS1	29	39	23	16	22	24	2	41	7	35	20	40
ELOA	215	909	114	573	135	676	52	1085	155	989	39	931
PITHD1	77	795	70	452	120	619	38	556	88	749	23	716
LYPLA2	54	1279	40	737	59	1170	25	820	33	783	12	979
GALE	141	903	126	544	102	742	73	1129	105	1053	71	1165
HMGCL	93	959	95	656	102	958	15	644	114	649	69	707
FUCA1	41	1910	72	1278	101	1161	7	784	72	657	30	793
CNR2	0	1	0	0	5	1	0	0	0	1	0	3
BTBD6P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232557	0	0	0	1	0	0	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0	0	0	0	0	0	0
H3P1	0	0	2	0	1	0	0	0	1	0	0	2
PNRC2	58	1196	64	784	66	788	9	1030	52	881	21	876
SRSF10	4167	2056	4401	1279	4326	1447	1187	2605	1808	2491	1314	2356
ENSG00000215905	4	0	4	0	6	0	2	0	4	0	2	0
ENSG00000225315	1	3	5	0	2	0	0	0	2	1	0	1
MYOM3	0	33	4	29	0	27	1	19	1	37	0	19
MYOM3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
IL22RA1	6	111	3	75	5	106	0	62	9	65	0	62
IFNLR1	23	112	36	77	13	84	9	113	12	110	11	111
GRHL3	1	604	2	326	0	507	6	209	0	221	18	249
LINC02800	0	1	10	0	0	2	1	1	0	0	3	2
GRHL3-AS1	1	2	1	3	1	6	0	3	0	2	0	0
STPG1	83	103	84	51	128	66	44	94	77	95	33	97
NIPAL3	51	1799	20	1149	30	1353	36	921	27	855	22	880
ENSG00000288982	0	4	0	4	0	3	0	2	2	4	0	2
RCAN3AS	0	0	6	0	2	0	2	0	0	0	0	0
RCAN3	60	339	91	214	82	223	64	174	48	221	33	250
NCMAP-DT	0	0	0	0	8	0	0	0	0	0	0	0
NCMAP	4	0	2	0	8	0	4	4	0	2	14	5
ENSG00000227312	0	0	0	0	0	0	0	0	0	0	0	0
SRRM1	654	1367	576	863	556	1330	332	2162	400	2038	274	1893
ENSG00000284699	1	1	1	0	0	0	0	0	2	0	0	0
CLIC4	295	2849	339	1786	322	1630	211	2063	228	1804	102	1451
RNU6-1208P	0	0	0	0	0	0	0	0	0	0	0	0
RUNX3	2	0	1	0	1	0	5	0	1	0	3	0
MIR6731	0	0	0	0	0	0	0	0	0	0	0	0
RUNX3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261025	1	0	1	0	0	0	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0	0	0	0	0	0	0
LINC02793	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233755	7	0	3	0	4	0	0	0	0	0	0	0
IFITM3P7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231953	0	1	1	0	0	0	0	0	0	1	0	0
SYF2	2091	1073	2467	672	2317	896	581	692	733	595	793	596
ENSG00000284602	19	9	14	6	12	13	1	13	2	21	4	7
ENSG00000284657	22	2	14	0	5	4	4	2	5	1	0	2
RSRP1	401	442	439	252	514	348	85	415	258	479	128	440
ENSG00000272432	5	0	15	1	6	0	0	0	0	0	0	0
ENSG00000261349	0	1	0	2	0	4	0	7	0	2	0	9
RHD	0	11	1	3	1	8	0	15	0	15	0	8
SDHDP6	2	6	0	1	0	1	0	3	1	3	0	0
ENSG00000259984	0	2	0	0	0	0	0	1	0	2	0	0
TMEM50A	3371	2525	3514	1496	3333	1751	1090	1852	1669	1517	1186	1592
RHCE	1	9	0	4	8	3	0	3	0	1	9	3
ENSG00000238084	1	4	0	0	3	1	0	2	2	2	0	3
MACO1	139	317	100	205	69	257	41	84	54	94	70	89
LDLRAP1	75	697	87	445	43	507	46	691	71	843	40	1034
ENSG00000225643	32	6	28	5	31	3	3	3	2	5	16	6
MAN1C1	0	13	0	11	2	12	0	11	0	10	10	22
ENSG00000233478	0	0	0	0	0	0	0	0	0	0	0	0
SELENON	9	351	20	202	26	504	12	378	31	337	5	390
ENSG00000255054	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228172	17	17	21	18	19	11	9	1	43	4	4	12
MTFR1L	55	822	43	468	41	528	16	390	46	432	23	452
ENSG00000272478	0	0	0	0	0	0	0	0	0	0	0	0
AUNIP	143	190	93	109	72	124	2	246	20	263	6	237
ENSG00000236528	3	1	0	0	0	0	0	1	0	5	1	0
PAQR7	44	2996	19	2076	24	3213	7	882	9	762	12	877
STMN1	1712	3119	1945	1889	1945	2522	545	1992	744	1857	681	1782
SNRPFP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223624	1	1	0	0	3	1	0	0	3	0	0	0
MIR3917	0	0	0	0	0	0	0	0	0	0	0	0
PAFAH2	2	380	3	289	12	343	1	306	2	254	21	308
RNU6-110P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252190	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252691	0	0	0	0	0	0	0	0	0	0	0	0
EXTL1	0	17	3	7	9	18	5	4	13	5	11	11
SLC30A2	2	16	1	17	0	20	0	0	0	0	0	1
ENSG00000284309	0	0	0	0	0	1	0	0	0	0	0	0
TRIM63	0	7	0	3	0	5	0	0	0	0	0	0
PDIK1L	30	213	29	160	19	131	0	257	1	208	21	178
FAM110D	1	1	5	1	1	0	0	0	3	0	0	0
C1orf232	0	0	0	0	0	0	0	0	0	0	0	0
ZNF593OS	77	9	81	7	58	19	35	11	36	15	30	23
ZNF593	0	0	0	0	0	0	0	0	0	0	0	0
CNKSR1	36	371	45	245	60	402	2	283	6	273	0	304
CATSPER4	0	0	0	1	0	0	0	0	0	0	0	2
ZPLD2P	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000278572	0	0	0	0	0	0	0	0	0	0	0	0
CEP85	4	422	13	268	8	262	4	573	3	563	2	583
ENSG00000270733	0	0	0	0	0	1	0	0	5	2	0	3
SH3BGRL3	5624	2920	5299	1956	5560	3046	3682	2187	5303	1869	2957	2084
UBXN11	74	967	82	594	81	853	35	722	154	698	68	804
CD52	21	5	34	2	26	4	26	4	44	0	18	3
CRYBG2	11	697	17	443	4	989	15	354	16	324	19	376
ENSG00000225854	0	6	0	0	0	0	0	1	0	1	0	4
ZNF683	0	0	0	0	0	0	0	0	0	0	0	0
LIN28A	0	2	0	0	1	0	0	0	0	0	1	0
DHDDS	46	847	40	518	31	641	11	478	29	418	20	476
